Organism,Organism.rowname,Genome, MIXEDCLUSTER_CODING, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE,VR_OR_CODING
Acomys_russatus_GCA_903995435.1.collapsed.fasta,Acomys_russatus,GCA_903995435.1.collapsed.fasta,,74,13,84,21,11,0,4,4,4,3,161,35,125,34,240,53,51,12,70,7,3,0,8,1,81,9,0,0,0,0,0,0,0,0,0,1,0,0,50,24,115,56,7,0,0,3,0,3,0,4,1213
Acridotheres_javanicus_GCA_002849675.1.collapsed.fasta,Acridotheres_javanicus,GCA_002849675.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,6,0,0,4,0,4,2,1,0,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,16,28,0,0,38
Acridotheres_tristis_GCA_027559615.1.collapsed.fasta,Acridotheres_tristis,GCA_027559615.1.collapsed.fasta,,0,1,3,0,0,0,0,0,0,5,0,0,3,0,4,2,1,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,265,42,0,0,287
Acrocephalus_arundinaceus_GCA_021534815.1.collapsed.fasta,Acrocephalus_arundinaceus,GCA_021534815.1.collapsed.fasta,,0,0,3,1,0,0,0,0,3,167,1,0,2,2,5,2,3,0,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,866,631,0,0,894
Acrocephalus_familiaris_kingi_GCA_022441285.1.collapsed.fasta,Acrocephalus_familiaris_kingi,GCA_022441285.1.collapsed.fasta,,0,0,2,2,0,0,0,0,0,3,1,0,1,4,5,2,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,13,28,0,0,33
Acrocephalus_scirpaceus_scirpaceus_GCA_910950805.1.collapsed.fasta,Acrocephalus_scirpaceus_scirpaceus,GCA_910950805.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,17,1,0,3,2,5,3,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,248,73,0,0,277
Acrossocheilus_wenchowensis_GCA_029620275.1.collapsed.fasta,Acrossocheilus_wenchowensis,GCA_029620275.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,31,25,64,1,33,13,3,1,137
Actenoides_hombroni_GCA_024336885.1.collapsed.fasta,Actenoides_hombroni,GCA_024336885.1.collapsed.fasta,,0,0,5,6,0,2,1,1,0,14,1,5,4,0,3,5,3,1,4,3,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,33,0,0,31
Actenoides_lindsayi_GCA_025331215.1.collapsed.fasta,Actenoides_lindsayi,GCA_025331215.1.collapsed.fasta,,0,0,4,9,0,1,1,1,0,8,1,2,3,0,4,4,3,1,4,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,20,0,0,32
Actinemys_marmorata_GCA_022086475.1.collapsed.fasta,Actinemys_marmorata,GCA_022086475.1.collapsed.fasta,,4,3,238,147,3,21,14,2,122,132,38,42,33,31,170,139,110,14,304,59,1,0,0,0,182,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,11,67,2,0,1271
Actinemys_pallida_GCA_023634205.1.collapsed.fasta,Actinemys_pallida,GCA_023634205.1.collapsed.fasta,,4,4,213,146,4,16,15,2,112,105,35,40,32,35,173,137,135,12,296,50,1,0,0,0,154,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,8,69,2,0,1221
Addax_nasomaculatus_GCA_019593525.1.collapsed.fasta,Addax_nasomaculatus,GCA_019593525.1.collapsed.fasta,,135,100,88,72,20,8,15,6,4,4,156,65,109,109,216,180,46,20,61,42,2,0,14,5,74,55,0,0,0,0,0,0,0,0,0,1,0,0,9,11,1,10,2,0,0,0,0,7,0,0,1061
Adelosebastes_latens_GCA_916700685.1.collapsed.fasta,Adelosebastes_latens,GCA_916700685.1.collapsed.fasta,,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,9,7,44,15,11,28,9,8,81
Aegithalos_caudatus_GCA_013389925.1.collapsed.fasta,Aegithalos_caudatus,GCA_013389925.1.collapsed.fasta,,0,0,3,3,0,0,0,0,0,0,1,1,1,1,3,2,2,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,8,0,0,18
Aegotheles_bennettii_GCA_013398125.1.collapsed.fasta,Aegotheles_bennettii,GCA_013398125.1.collapsed.fasta,,0,0,10,3,1,0,1,0,0,0,2,1,8,0,16,2,4,1,7,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,3,2,0,0,70
Aegypius_monachus_GCA_025309335.1.collapsed.fasta,Aegypius_monachus,GCA_025309335.1.collapsed.fasta,,0,0,8,14,0,2,1,0,0,1,2,1,4,7,17,6,3,6,9,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,6,27,0,1,61
Aeoliscus_strigatus_GCA_901007665.1.collapsed.fasta,Aeoliscus_strigatus,GCA_901007665.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,9,2,4,8,1,0,18
Aeorestes_cinereus_GCA_011751065.1.collapsed.fasta,Aeorestes_cinereus,GCA_011751065.1.collapsed.fasta,,77,57,20,7,5,4,1,0,0,0,29,15,32,9,83,32,40,10,44,26,1,0,8,3,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,404
Aepyceros_melampus_GCA_006408695.1.collapsed.fasta,Aepyceros_melampus,GCA_006408695.1.collapsed.fasta,,87,151,62,96,18,15,7,8,3,5,131,139,80,92,149,246,38,49,55,79,2,0,7,14,53,83,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,11,1,0,0,1,0,10,0,0,779
Agapornis_roseicollis_GCA_002631895.1.collapsed.fasta,Agapornis_roseicollis,GCA_002631895.1.collapsed.fasta,,0,0,3,3,0,0,0,0,1,1,1,0,2,0,13,7,2,2,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,7,0,0,34
Agelaius_phoeniceus_GCA_020745825.3.collapsed.fasta,Agelaius_phoeniceus,GCA_020745825.3.collapsed.fasta,,0,0,4,0,0,0,0,0,0,5,0,0,0,6,4,3,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,223,35,0,0,240
Agelaius_tricolor_GCA_023055355.1.collapsed.fasta,Agelaius_tricolor,GCA_023055355.1.collapsed.fasta,,0,0,4,0,0,1,0,0,0,5,0,0,0,5,4,2,2,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,385,41,0,0,401
Ageneiosus_marmoratus_GCA_003347165.1.collapsed.fasta,Ageneiosus_marmoratus,GCA_003347165.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,22,12,44,9,13,13,1,4,86
Ahaetulla_prasina_GCA_028640845.1.collapsed.fasta,Ahaetulla_prasina,GCA_028640845.1.collapsed.fasta,,9,6,36,12,11,1,0,0,1,5,29,12,17,4,57,14,3,2,8,6,0,1,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,30,3,2,512,96,35,14,504,74,1287
Ailuropoda_melanoleuca_GCA_002007445.3.collapsed.fasta,Ailuropoda_melanoleuca,GCA_002007445.3.collapsed.fasta,,183,106,74,27,19,42,3,3,16,13,154,105,134,211,193,79,62,64,76,65,2,5,17,7,71,57,0,0,0,0,0,0,0,0,0,1,0,0,8,27,1,3,1,1,0,1,1,5,0,0,1149
Ailurus_styani_GCA_002007465.1.collapsed.fasta,Ailurus_styani,GCA_002007465.1.collapsed.fasta,,119,24,77,12,19,3,0,0,4,10,115,64,137,22,180,40,55,19,85,16,2,0,16,3,85,24,0,0,0,0,0,0,0,0,0,0,1,1,2,18,1,1,1,1,0,1,0,3,0,0,1035
Aix_galericulata_GCA_024635365.1.collapsed.fasta,Aix_galericulata,GCA_024635365.1.collapsed.fasta,,0,0,8,1,0,0,1,0,0,4,3,0,5,0,19,4,4,1,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,26,10,0,0,83
Akarotaxis_nudiceps_GCA_943590845.1.collapsed.fasta,Akarotaxis_nudiceps,GCA_943590845.1.collapsed.fasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,7,10,10,2,26,1,3,18
Alaudala_cheleensis_GCA_013398995.1.collapsed.fasta,Alaudala_cheleensis,GCA_013398995.1.collapsed.fasta,,0,0,3,0,0,1,0,0,0,0,0,0,2,3,2,0,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,9,0,0,18
Alauda_arvensis_GCA_902810485.1.collapsed.fasta,Alauda_arvensis,GCA_902810485.1.collapsed.fasta,,0,0,3,1,0,0,0,0,0,4,0,0,2,2,2,1,3,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,14,0,0,24
Albula_glossodonta_GCA_019788955.1.collapsed.fasta,Albula_glossodonta,GCA_019788955.1.collapsed.fasta,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,2,77,4,101,4,15,13,14,0,212
Albula_goreensis_GCA_022829145.1.collapsed.fasta,Albula_goreensis,GCA_022829145.1.collapsed.fasta,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,5,68,9,73,15,17,18,4,5,166
Alburnus_alburnus_GCA_029874995.1.collapsed.fasta,Alburnus_alburnus,GCA_029874995.1.collapsed.fasta,,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,22,9,25,13,12,32,1,3,68
Alca_torda_GCA_008658365.1.collapsed.fasta,Alca_torda,GCA_008658365.1.collapsed.fasta,,0,0,17,10,1,1,2,1,0,0,4,3,7,1,21,7,4,4,7,3,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,26,12,0,0,105
Alcelaphus_buselaphus_GCA_006408545.1.collapsed.fasta,Alcelaphus_buselaphus,GCA_006408545.1.collapsed.fasta,,27,41,11,32,5,6,1,2,1,5,50,40,23,57,34,115,21,23,23,28,2,0,3,6,22,31,0,0,0,0,0,0,0,0,0,0,1,0,2,8,1,4,1,1,0,0,0,2,0,0,250
Alces_alces_GCA_015832495.2.collapsed.fasta,Alces_alces,GCA_015832495.2.collapsed.fasta,,149,98,88,49,23,5,10,4,4,6,168,76,135,181,249,200,51,27,65,36,2,0,12,11,77,117,0,0,0,0,0,0,0,0,0,0,0,0,9,22,2,12,1,1,0,1,0,8,0,0,1180
Aldabrachelys_gigantea_GCA_026122505.1.collapsed.fasta,Aldabrachelys_gigantea,GCA_026122505.1.collapsed.fasta,,2,7,497,320,23,25,42,21,336,262,83,114,127,117,319,202,167,98,226,139,0,0,0,0,404,251,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,0,1,26,195,1,0,2384
Aldrovandia_affinis_GCA_029706075.1.collapsed.fasta,Aldrovandia_affinis,GCA_029706075.1.collapsed.fasta,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,16,4,25,2,13,13,1,1,58
Aleadryas_rufinucha_GCA_013397815.1.collapsed.fasta,Aleadryas_rufinucha,GCA_013397815.1.collapsed.fasta,,0,0,3,2,0,0,0,1,0,2,0,0,2,1,2,2,2,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,1,0,0,24
Alectoris_rufa_GCA_947331505.1.collapsed.fasta,Alectoris_rufa,GCA_947331505.1.collapsed.fasta,,0,0,10,3,0,0,0,0,0,0,1,1,1,2,14,4,3,2,6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,19,0,0,50
Alectura_lathami_GCA_013399715.1.collapsed.fasta,Alectura_lathami,GCA_013399715.1.collapsed.fasta,,0,0,4,2,0,0,1,0,0,4,1,1,3,0,22,4,3,3,5,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,21,32,0,0,69
